query_gene	annot_source	annot	annot_geneonly
LOC101684918	entrez_alias	IQCF1	IQCF1
LOC101684927	entrez_desc	olfactory receptor 4C12	NA
LOC101684933	NA	NA	NA
LOC101684950	entrez_desc	serine protease 58-like	NA
LOC101684954	NA	NA	NA
LOC101684955	kristen_mm_hs_ortholog	Car15	Car15
LOC101684959	entrez_alias	PLLP	PLLP
LOC101684962	entrez_desc	zinc finger protein 234	NA
LOC101684978	NA	NA	NA
LOC101684981	entrez_alias	MCMBP	MCMBP
LOC101684993	entrez_desc	olfactory receptor 10Q1	NA
LOC101684997	kristen_mm_hs_ortholog	MOB1A	MOB1A
LOC101685000	kristen_mm_hs_ortholog	EIF4E2	EIF4E2
LOC101685008	NA	NA	NA
LOC101685010	entrez_alias	TMEM202	TMEM202
LOC101685011	kristen_mm_hs_ortholog	OR5T1	OR5T1
LOC101685012	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC101685014	NA	NA	NA
LOC101685015	entrez_desc	olfactory receptor 1052	NA
LOC101691890	entrez_desc	Ig heavy chain V-I region V35-like	NA
LOC101685017	kristen_mm_hs_ortholog	OR1A1	OR1A1
LOC101685018	entrez_desc	peroxisomal N(1)-acetyl-spermine/spermidine oxidase	NA
LOC101685034	kristen_mm_hs_ortholog	HINT1	HINT1
LOC101685039	NA	NA	NA
LOC101685059	NA	NA	NA
LOC101685067	kristen_mm_hs_ortholog	Mrfap1	Mrfap1
LOC101685071	entrez_desc	60S ribosomal protein L9-like	NA
LOC101685075	kristen_mm_hs_ortholog	Olfr915	Olfr915
LOC101685080	kristen_mm_hs_ortholog	Gtsf2	Gtsf2
LOC101685083	entrez_alias	SAA2	SAA2
LOC101685096	NA	NA	NA
LOC101685103	NA	NA	NA
LOC101685111	entrez_desc	olfactory receptor 6V1	NA
LOC101685112	kristen_mm_hs_ortholog	Olfr225	Olfr225
LOC101685119	NA	NA	NA
LOC101685120	kristen_mm_hs_ortholog	ZNF195	ZNF195
LOC101685136	kristen_mm_hs_ortholog	Cyp4a12b	Cyp4a12b
LOC101685145	kristen_mm_hs_ortholog	Olfr1413	Olfr1413
LOC101685148	entrez_alias	SIGLEC5	SIGLEC5
LOC101685149	entrez_alias	ANKHD1	ANKHD1
LOC101685152	NA	NA	NA
LOC101685185	kristen_mm_hs_ortholog	OR6N1	OR6N1
LOC101685187	NA	NA	NA
LOC101685190	kristen_mm_hs_ortholog	Olfr1349	Olfr1349
LOC101685197	entrez_alias	MDP1	MDP1
LOC101685207	entrez_desc	C-type lectin domain family 12 member B	NA
LOC101685209	NA	NA	NA
LOC101685210	entrez_alias	IQCF5	IQCF5
LOC101685215	NA	NA	NA
LOC101685217	entrez_desc	E3 ubiquitin-protein ligase SIAH1A-like	NA
LOC101685220	kristen_mm_hs_ortholog	Olfr165	Olfr165
LOC101685221	entrez_desc	olfactory receptor 4A15-like	NA
LOC101685222	entrez_alias	CRCT1	CRCT1
LOC101685224	entrez_alias	BMP7	BMP7
LOC101685231	NA	NA	NA
LOC101685234	entrez_desc	interferon alpha-1/2-like	NA
LOC101685242	entrez_desc	translation initiation factor IF-2-like	NA
LOC101685245	kristen_mm_hs_ortholog	PFDN5	PFDN5
LOC101685251	NA	NA	NA
LOC101685252	kristen_mm_hs_ortholog	OR13A1	OR13A1
LOC101685255	NA	NA	NA
LOC101685257	entrez_alias	ARL2BP	ARL2BP
LOC101685276	NA	NA	NA
LOC101685277	NA	NA	NA
LOC101685284	kristen_mm_hs_ortholog	SCO2	SCO2
LOC101685292	entrez_desc	olfactory receptor 10W1-like	NA
LOC101685296	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC101685297	entrez_desc	putative olfactory receptor 2W6	NA
LOC101685306	kristen_mm_hs_ortholog	RPL36	RPL36
LOC101685309	entrez_desc	olfactory receptor 10AG1-like	NA
LOC101685311	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC101685312	kristen_mm_hs_ortholog	OR8K5	OR8K5
LOC101685314	entrez_desc	zinc finger protein 658B-like	NA
LOC101685319	entrez_alias	NR2C2AP	NR2C2AP
LOC101685322	NA	NA	NA
LOC101685335	NA	NA	NA
LOC101685339	entrez_desc	glutathione S-transferase theta-4	NA
LOC101685345	NA	NA	NA
LOC101685355	entrez_desc	succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like	NA
LOC101685363	entrez_alias	S100P	S100P
LOC101685382	NA	NA	NA
LOC101685404	NA	NA	NA
LOC101685405	entrez_desc	olfactory receptor 56A4-like	NA
LOC101685412	kristen_mm_hs_ortholog	OR52B2	OR52B2
LOC101685416	entrez_desc	olfactory receptor 2C3	NA
LOC101685417	NA	NA	NA
LOC101685423	NA	NA	NA
LOC101685424	entrez_desc	probable non-functional immunoglobulin lambda variable 11-55	NA
LOC101685428	entrez_desc	olfactory receptor 52A1-like	NA
LOC101685434	NA	NA	NA
LOC101685438	NA	NA	NA
LOC101685451	kristen_mm_hs_ortholog	RPL30	RPL30
LOC101685464	entrez_alias	ZNF234	ZNF234
LOC101685469	NA	NA	NA
LOC101685476	NA	NA	NA
LOC101685478	entrez_alias	KHSRP	KHSRP
LOC101679735	NA	NA	NA
LOC101685483	NA	NA	NA
LOC101685489	entrez_alias	SRCAP	SRCAP
LOC101685490	entrez_alias	SULT1A1	SULT1A1
LOC101685492	NA	NA	NA
LOC101685493	NA	NA	NA
LOC101685494	entrez_alias	POMP	POMP
LOC101685499	entrez_desc	olfactory receptor 6N2-like	NA
LOC101685500	kristen_mm_hs_ortholog	Oasl2	Oasl2
LOC101685501	NA	NA	NA
LOC101685505	kristen_mm_hs_ortholog	Olfr1346	Olfr1346
LOC101685508	entrez_alias	PRG2	PRG2
LOC101685533	kristen_mm_hs_ortholog	Olfr1239	Olfr1239
LOC101685541	NA	NA	NA
LOC101685546	kristen_mm_hs_ortholog	IFNA1	IFNA1
LOC101685558	NA	NA	NA
LOC101685559	NA	NA	NA
LOC101685577	NA	NA	NA
LOC101685581	entrez_desc	centromere protein J-like	NA
LOC101685603	NA	NA	NA
LOC101685604	entrez_desc	olfactory receptor 5B12-like	NA
LOC101685606	entrez_desc	T cell receptor alpha variable 22-like	NA
LOC101685613	NA	NA	NA
LOC101685618	entrez_desc	olfactory receptor 10AG1-like	NA
LOC101685311	entrez_desc	Ig heavy chain V-III region VH26-like	NA
LOC101685621	kristen_mm_hs_ortholog	OR8K1	OR8K1
LOC101685623	entrez_desc	immunoglobulin heavy variable 3-11-like	NA
LOC101685628	kristen_mm_hs_ortholog	Alox12e	Alox12e
LOC101685641	entrez_alias	MYCBP	MYCBP
LOC101685649	entrez_desc	glutathione S-transferase theta-1	NA
LOC101685655	entrez_desc	39S ribosomal protein L42, mitochondrial-like	NA
LOC101685657	kristen_mm_hs_ortholog	CD33	CD33
LOC101685664	NA	NA	NA
LOC101685669	kristen_mm_hs_ortholog	Mrfap1	Mrfap1
LOC101685671	NA	NA	NA
LOC101685676	kristen_mm_hs_ortholog	4931429L15Rik	4931429L15Rik
LOC101685677	kristen_mm_hs_ortholog	OR8B3	OR8B3
LOC101685680	entrez_desc	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like	NA
LOC101685684	NA	NA	NA
LOC101685686	kristen_mm_hs_ortholog	Olfr826	Olfr826
LOC101685694	kristen_mm_hs_ortholog	Adam4	Adam4
LOC101685701	kristen_mm_hs_ortholog	OR56A3	OR56A3
LOC101685999	NA	NA	NA
LOC101685706	entrez_alias	RENBP	RENBP
LOC101685715	kristen_mm_hs_ortholog	OR4C11	OR4C11
LOC101685720	NA	NA	NA
LOC101685726	entrez_desc	histone H1.8	NA
LOC101685733	NA	NA	NA
LOC101685745	NA	NA	NA
LOC101685748	NA	NA	NA
LOC101685761	entrez_desc	neuroblastoma breakpoint family member 6-like	NA
LOC101685766	entrez_desc	putative adhesion G protein-coupled receptor E4P	NA
LOC101685772	NA	NA	NA
LOC101685775	kristen_mm_hs_ortholog	SUB1	SUB1
LOC101685785	entrez_desc	olfactory receptor 10C1-like	NA
LOC101685787	entrez_alias	ULBP1	ULBP1
LOC101685790	kristen_mm_hs_ortholog	Olfr1336	Olfr1336
LOC101685810	kristen_mm_hs_ortholog	Olfr782	Olfr782
LOC101685812	kristen_mm_hs_ortholog	Olfr1239	Olfr1239
LOC101685814	entrez_alias	LIPF	LIPF
LOC101685818	entrez_alias	LSAMP	LSAMP
LOC101685825	kristen_mm_hs_ortholog	PRR23C	PRR23C
LOC101685836	NA	NA	NA
LOC101685844	entrez_alias	SCN1A	SCN1A
LOC101685848	kristen_mm_hs_ortholog	SNCA	SNCA
LOC101685850	kristen_mm_hs_ortholog	Mettl21e	Mettl21e
LOC101685857	NA	NA	NA
LOC101685870	kristen_mm_hs_ortholog	Snrpe	Snrpe
LOC101685883	entrez_desc	serine/arginine repetitive matrix protein 1-like	NA
LOC101685887	entrez_desc	olfactory receptor 5B2-like	NA
LOC101685888	entrez_alias	HERC4	HERC4
LOC101685891	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC101685892	kristen_mm_hs_ortholog	Olfr223	Olfr223
LOC101685905	kristen_mm_hs_ortholog	Olfr1131	Olfr1131
LOC101685908	kristen_mm_hs_ortholog	OR8J3	OR8J3
LOC101685910	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC101685911	kristen_mm_hs_ortholog	Olfr820	Olfr820
LOC101685913	kristen_mm_hs_ortholog	ALOX15	ALOX15
LOC101685918	kristen_mm_hs_ortholog	EMC10	EMC10
LOC101685922	NA	NA	NA
LOC101685926	entrez_desc	cytochrome b-c1 complex subunit 2, mitochondrial-like	NA
LOC101685948	entrez_desc	40S ribosomal protein S6-like	NA
LOC101685962	kristen_mm_hs_ortholog	OR8B3	OR8B3
LOC101685991	entrez_alias	APIP	APIP
LOC101685995	entrez_desc	adenylate kinase isoenzyme 6-like	NA
LOC101685998	NA	NA	NA
LOC101685999	entrez_desc	progestagen associated endometrial protein	NA
LOC101686001	entrez_alias	APP	APP
LOC101686005	entrez_desc	olfactory receptor 52K1-like	NA
LOC101682709	entrez_desc	Ig lambda chain V-IV region Bau-like	NA
LOC101686008	kristen_mm_hs_ortholog	TRBC2	TRBC2
LOC101686011	kristen_mm_hs_ortholog	OR4C11	OR4C11
LOC101686021	NA	NA	NA
LOC101686022	entrez_alias	JKAMP	JKAMP
LOC101686032	entrez_alias	ZFP30	ZFP30
LOC101686034	entrez_alias	WDPCP	WDPCP
LOC101686041	kristen_mm_hs_ortholog	CYB5B	CYB5B
LOC101686044	kristen_mm_hs_ortholog	BZW1	BZW1
LOC101686045	entrez_desc	ATP synthase subunit f, mitochondrial-like	NA
LOC101686051	entrez_alias	CCL2, MCP-1	CCL2, MCP-1
LOC101686054	NA	NA	NA
LOC101674007	entrez_desc	syntenin-1-like	NA
LOC101686059	kristen_mm_hs_ortholog	ACSBG2	ACSBG2
LOC101686061	kristen_mm_hs_ortholog	SLC7A3	SLC7A3
LOC101686064	entrez_alias	TUBG2	TUBG2
LOC101686073	NA	NA	NA
LOC101686076	kristen_mm_hs_ortholog	TRIM61	TRIM61
LOC101686079	NA	NA	NA
LOC101686081	entrez_desc	UL16-binding protein 3-like	NA
LOC101686086	kristen_mm_hs_ortholog	Olfr1348	Olfr1348
LOC101686090	entrez_alias	HYPM	HYPM
LOC101686093	kristen_mm_hs_ortholog	OR13H1	OR13H1
LOC101686095	NA	NA	NA
LOC101686105	NA	NA	NA
LOC101686111	kristen_mm_hs_ortholog	LIPN	LIPN
LOC101686112	entrez_desc	olfactory receptor 2H2-like	NA
LOC101686116	kristen_mm_hs_ortholog	IFNA1	IFNA1
LOC101686117	kristen_mm_hs_ortholog	LEFTY2	LEFTY2
LOC101686120	NA	NA	NA
LOC101686123	kristen_mm_hs_ortholog	PRR23C	PRR23C
LOC101686134	entrez_alias	GSTT2B	GSTT2B
LOC101686139	NA	NA	NA
LOC101686140	NA	NA	NA
LOC101686142	entrez_alias	ZNF226	ZNF226
LOC101686149	entrez_desc	eppin	NA
LOC101686154	entrez_alias	MAN2B2	MAN2B2
LOC101686163	kristen_mm_hs_ortholog	ATP5F1A	ATP5F1A
LOC101686171	entrez_alias	RAB3IP	RAB3IP
LOC101686176	entrez_alias	CCDC162, CCDC162P, CUNH6orf183	CCDC162, CCDC162P, CUNH6orf183
LOC101686178	entrez_alias	ADTRP	ADTRP
LOC101686185	entrez_desc	olfactory receptor 5B17-like	NA
LOC101686463	entrez_desc	T-cell receptor alpha chain V region 2B4-like	NA
LOC101686198	entrez_desc	gap junction alpha-1 protein-like	NA
LOC101686202	entrez_desc	immunoglobulin heavy variable 3-23-like	NA
LOC101686205	kristen_mm_hs_ortholog	OR8U1	OR8U1
LOC101686217	entrez_alias	AXDND1	AXDND1
LOC101686221	NA	NA	NA
LOC101686245	entrez_alias	PUDP	PUDP
LOC101686259	entrez_desc	olfactory receptor 8B4	NA
LOC101686261	kristen_mm_hs_ortholog	OR2C1	OR2C1
LOC101686264	entrez_alias	SELRC1	SELRC1
LOC101686272	kristen_mm_hs_ortholog	PEX2	PEX2
LOC101686275	NA	NA	NA
LOC101686276	entrez_desc	UL16-binding protein 3-like	NA
LOC101686290	kristen_mm_hs_ortholog	OLA1	OLA1
LOC101686293	entrez_desc	transmembrane protein 202-like	NA
LOC101686294	kristen_mm_hs_ortholog	OR56B4	OR56B4
LOC101682709	entrez_desc	Ig lambda chain V-III region LOI-like	NA
LOC101686298	entrez_desc	olfactory receptor 2G2-like	NA
LOC101686300	NA	NA	NA
LOC101686302	entrez_desc	immunoglobulin lambda variable 1-40-like	NA
LOC101686310	NA	NA	NA
LOC101686319	NA	NA	NA
LOC101686332	kristen_mm_hs_ortholog	RPL14	RPL14
LOC101686339	entrez_alias	CCL7	CCL7
LOC101686344	kristen_mm_hs_ortholog	Spdye4c	Spdye4c
LOC101686349	NA	NA	NA
LOC101686351	NA	NA	NA
LOC101686356	kristen_mm_hs_ortholog	AKIRIN1	AKIRIN1
LOC101686357	entrez_alias	SSX2IP	SSX2IP
LOC101686367	kristen_mm_hs_ortholog	H2AL1RP	H2AL1RP
LOC101686371	entrez_desc	F-actin-uncapping protein LRRC16A	NA
LOC101686372	entrez_desc	60S ribosomal protein L30-like	NA
LOC101686384	entrez_desc	olfactory receptor 4C12-like	NA
LOC101686399	kristen_mm_hs_ortholog	PRR23C	PRR23C
LOC101686401	kristen_mm_hs_ortholog	BCS1L	BCS1L
LOC101686433	entrez_alias	PPAN	PPAN
LOC101686436	NA	NA	NA
LOC101686442	NA	NA	NA
LOC101686444	entrez_alias	FABP9	FABP9
LOC101686461	kristen_mm_hs_ortholog	OR5B3	OR5B3
LOC101686463	entrez_desc	T cell receptor alpha variable 22-like	NA
LOC101686465	entrez_desc	mediator of RNA polymerase II transcription subunit 24-like	NA
LOC101686469	kristen_mm_hs_ortholog	POLR2E	POLR2E
LOC101686478	kristen_mm_hs_ortholog	Olfr1375	Olfr1375
LOC101686479	kristen_mm_hs_ortholog	Olfr1134	Olfr1134
LOC101686483	kristen_mm_hs_ortholog	OR8U1	OR8U1
LOC101686484	kristen_mm_hs_ortholog	Btnl6	Btnl6
LOC101686486	entrez_desc	zinc finger protein 345-like	NA
LOC101686505	entrez_desc	cytochrome P450 20A1	NA
LOC101686506	entrez_alias	PRAMEF12	PRAMEF12
LOC101686513	entrez_alias	MYL12B	MYL12B
LOC101686523	NA	NA	NA
LOC101686533	NA	NA	NA
LOC101686542	NA	NA	NA
LOC101686547	NA	NA	NA
LOC101686549	kristen_mm_hs_ortholog	SLC7A3	SLC7A3
LOC101686556	entrez_desc	40S ribosomal protein S14	NA
LOC101686564	NA	NA	NA
LOC101686566	entrez_desc	olfactory receptor 56A3-like	NA
LOC101686568	entrez_alias	CLEC1B, CLEC9A	CLEC1B, CLEC9A
LOC101686570	entrez_desc	MYG1 exonuclease-like	NA
LOC101686578	entrez_desc	T cell receptor beta variable 3-1-like	NA
LOC101686579	entrez_desc	olfactory receptor 5V1-like	NA
LOC101686580	NA	NA	NA
LOC101686582	kristen_mm_hs_ortholog	OR4C11	OR4C11
LOC101686586	NA	NA	NA
LOC101686597	entrez_alias	NASP	NASP
LOC101686615	NA	NA	NA
LOC101686624	NA	NA	NA
LOC101686626	kristen_mm_hs_ortholog	PRDX1	PRDX1
LOC101686638	NA	NA	NA
LOC101686642	entrez_alias	TRIM75	TRIM75
LOC101686644	entrez_desc	protein CutA homolog	NA
LOC101686647	entrez_desc	olfactory receptor 10J1	NA
LOC101686657	NA	NA	NA
LOC101686659	NA	NA	NA
LOC101686662	entrez_desc	cytochrome c oxidase assembly protein COX20, mitochondrial	NA
LOC101686664	entrez_desc	putative protein ZNF720	NA
LOC101686668	kristen_mm_hs_ortholog	THAP2	THAP2
LOC101686669	NA	NA	NA
LOC101670957	entrez_desc	butyrophilin-like protein 1	NA
LOC101686680	NA	NA	NA
LOC101686687	NA	NA	NA
LOC101686692	entrez_alias	Casp4	Casp4
LOC101686693	kristen_mm_hs_ortholog	ARL5A	ARL5A
LOC101686696	kristen_mm_hs_ortholog	Zfp267	Zfp267
LOC101686698	entrez_alias	TSSK2	TSSK2
LOC101686702	NA	NA	NA
LOC101686704	entrez_alias	CES2, CES3	CES2, CES3
LOC101686708	entrez_alias	MUC20	MUC20
LOC101686713	kristen_mm_hs_ortholog	S100A10	S100A10
LOC101686714	kristen_mm_hs_ortholog	Anxa2	Anxa2
LOC101686723	NA	NA	NA
LOC101686726	entrez_desc	cytochrome P450 7B1	NA
LOC101686728	entrez_alias	CNPY2, CS	CNPY2, CS
LOC101686730	entrez_alias	PMP2	PMP2
LOC101686736	NA	NA	NA
LOC101686737	kristen_mm_hs_ortholog	EIF4E	EIF4E
LOC101686740	NA	NA	NA
LOC101686746	entrez_desc	olfactory receptor 5B3-like	NA
LOC101686748	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC101686749	entrez_desc	gamma-2-syntrophin-like	NA
LOC101686750	kristen_mm_hs_ortholog	SLC7A3	SLC7A3
LOC101686753	NA	NA	NA
LOC101686756	entrez_desc	polycomb protein SUZ12-like	NA
LOC101686763	NA	NA	NA
LOC101686765	kristen_mm_hs_ortholog	Olfr1154	Olfr1154
LOC101686768	entrez_desc	putative gustatory receptor clone PTE01	NA
LOC101686769	kristen_mm_hs_ortholog	Olfr1043	Olfr1043
LOC101686772	entrez_desc	zinc finger protein 418-like	NA
LOC101686773	NA	NA	NA
LOC101686782	entrez_alias	IPP	IPP
LOC101686787	NA	NA	NA
LOC101686793	entrez_desc	fibronectin type III domain-containing protein 4	NA
LOC101686799	NA	NA	NA
LOC101686805	kristen_mm_hs_ortholog	CD33	CD33
LOC101686814	entrez_alias	CCL8	CCL8
LOC101686817	entrez_desc	pepsin A	NA
LOC101686830	NA	NA	NA
LOC101686831	NA	NA	NA
LOC101686832	NA	NA	NA
LOC101686836	kristen_mm_hs_ortholog	RHBDL2	RHBDL2
LOC101686843	NA	NA	NA
LOC101686846	entrez_alias	ZNF211	ZNF211
LOC101686858	entrez_desc	olfactory receptor 56A3-like	NA
LOC101686871	NA	NA	NA
LOC101686872	entrez_alias	GPRASP2	GPRASP2
LOC101686874	kristen_mm_hs_ortholog	Pzp	Pzp
LOC101686882	NA	NA	NA
LOC101686883	NA	NA	NA
LOC101686884	entrez_alias	H3F3A	H3F3A
LOC101686889	entrez_desc	60 kDa heat shock protein, mitochondrial-like	NA
LOC101686900	entrez_desc	ubiquitin-like	NA
LOC101686904	NA	NA	NA
LOC101686916	entrez_desc	L-lactate dehydrogenase A-like 6A	NA
LOC101686917	NA	NA	NA
LOC101686923	kristen_mm_hs_ortholog	Tmem30c	Tmem30c
LOC101686926	entrez_alias	CNP	CNP
LOC101686935	entrez_desc	olfactory receptor 10J3	NA
LOC101686941	kristen_mm_hs_ortholog	Olfr1349	Olfr1349
LOC101686945	entrez_alias	PRELP	PRELP
LOC101686960	entrez_desc	Y-box-binding protein 3-like	NA
LOC101686968	NA	NA	NA
LOC101686981	NA	NA	NA
LOC101686982	NA	NA	NA
LOC101686984	kristen_mm_hs_ortholog	VPS26A	VPS26A
LOC101686985	entrez_alias	ZNF181	ZNF181
LOC101686986	entrez_alias	TSSK1B	TSSK1B
LOC101686987	entrez_desc	myosin regulatory light polypeptide 9	NA
LOC101686991	kristen_mm_hs_ortholog	CORO1C	CORO1C
LOC101687006	NA	NA	NA
LOC101687011	kristen_mm_hs_ortholog	Olfr455	Olfr455
LOC101687013	kristen_mm_hs_ortholog	OR5K3	OR5K3
LOC101687018	kristen_mm_hs_ortholog	ACOT7	ACOT7
LOC101687023	NA	NA	NA
LOC101687024	kristen_mm_hs_ortholog	TMEM132B	TMEM132B
LOC101687034	NA	NA	NA
LOC101687036	kristen_mm_hs_ortholog	SLC7A3	SLC7A3
LOC101687043	entrez_desc	dachshund homolog 2	NA
LOC101687049	NA	NA	NA
LOC101687054	kristen_mm_hs_ortholog	Olfr1037	Olfr1037
LOC101687067	NA	NA	NA
LOC101687068	NA	NA	NA
LOC101687070	NA	NA	NA
LOC101687076	entrez_desc	free fatty acid receptor 2-like	NA
LOC101687085	NA	NA	NA
LOC101687091	NA	NA	NA
LOC101687099	kristen_mm_hs_ortholog	Pga5	Pga5
LOC101687101	entrez_alias	AMBP	AMBP
LOC101687107	kristen_mm_hs_ortholog	ZNF101	ZNF101
LOC101687116	kristen_mm_hs_ortholog	OR1F1	OR1F1
LOC101687124	entrez_desc	glucose-6-phosphate isomerase-like	NA
LOC101687131	entrez_alias	ZNF154, ZNF256	ZNF154, ZNF256
LOC101687143	kristen_mm_hs_ortholog	OR52E5	OR52E5
LOC101687144	NA	NA	NA
LOC101687145	entrez_alias	FCN1	FCN1
LOC101687146	entrez_desc	small nuclear ribonucleoprotein G-like	NA
LOC101687149	kristen_mm_hs_ortholog	OR52W1	OR52W1
LOC101687150	entrez_alias	RNASE1	RNASE1
LOC101687154	kristen_mm_hs_ortholog	OR4L1	OR4L1
LOC101687160	entrez_alias	PRSS42, PRSS42P	PRSS42, PRSS42P
LOC101687181	NA	NA	NA
LOC101687183	NA	NA	NA
LOC101687185	NA	NA	NA
LOC101687190	entrez_alias	OTP	OTP
LOC101687194	NA	NA	NA
LOC101687204	NA	NA	NA
LOC101687210	entrez_alias	HAP1	HAP1
LOC101687211	NA	NA	NA
LOC101687216	entrez_alias	EIF3C	EIF3C
LOC101687220	entrez_alias	SEC23IP	SEC23IP
LOC101687511	entrez_desc	zinc finger protein 82 homolog	NA
LOC101687235	NA	NA	NA
LOC101687247	entrez_alias	ADAM18	ADAM18
LOC101687252	entrez_desc	zinc finger protein 177	NA
LOC101687253	kristen_mm_hs_ortholog	OR4C45	OR4C45
LOC101687264	NA	NA	NA
LOC101687277	NA	NA	NA
LOC101687288	entrez_alias	MROH5	MROH5
LOC101687085	NA	NA	NA
LOC101687300	entrez_desc	40S ribosomal protein S24-like	NA
LOC101687304	entrez_alias	CCL13	CCL13
LOC101687305	NA	NA	NA
LOC101680870	entrez_desc	Fc receptor-like protein 5-like	NA
LOC101687323	entrez_alias	TMEM132B	TMEM132B
LOC101687325	entrez_desc	cytochrome c oxidase assembly protein COX19	NA
LOC101687330	entrez_desc	olfactory receptor 5B3-like	NA
LOC101687331	NA	NA	NA
LOC101687332	entrez_alias	SCHIP1	SCHIP1
LOC101687333	kristen_mm_hs_ortholog	SLC7A3	SLC7A3
LOC101687334	NA	NA	NA
LOC101687336	entrez_alias	SFSWAP	SFSWAP
LOC101687337	entrez_desc	gonadotropin-releasing hormone II receptor	NA
LOC101687343	kristen_mm_hs_ortholog	CCDC169	CCDC169
LOC101687346	NA	NA	NA
LOC101687347	kristen_mm_hs_ortholog	OR5M9	OR5M9
LOC101687348	NA	NA	NA
LOC101687351	kristen_mm_hs_ortholog	C2orf16	C2orf16
LOC101687352	NA	NA	NA
LOC101687358	entrez_alias	NREP	NREP
LOC101687181	NA	NA	NA
LOC101687368	kristen_mm_hs_ortholog	CYP26B1	CYP26B1
LOC101688321	entrez_desc	zinc finger protein 345-like	NA
LOC101687372	NA	NA	NA
LOC101687385	entrez_alias	FOLR1	FOLR1
LOC101687389	kristen_mm_hs_ortholog	Sumo1	Sumo1
LOC101687395	entrez_alias	MTTP	MTTP
LOC101687397	entrez_alias	ZNF564	ZNF564
LOC101687403	NA	NA	NA
LOC101687406	entrez_desc	high mobility group protein B1	NA
LOC101687408	kristen_mm_hs_ortholog	OR1F1	OR1F1
LOC101687413	NA	NA	NA
LOC101687418	entrez_desc	follistatin-related protein 5	NA
LOC101687421	entrez_alias	ZNF551	ZNF551
LOC101687422	kristen_mm_hs_ortholog	CXorf49B	CXorf49B
LOC101687430	entrez_desc	40S ribosomal protein S19-like	NA
LOC101687443	NA	NA	NA
LOC101687445	entrez_desc	olfactory receptor 4Q2	NA
LOC101687446	NA	NA	NA
LOC101687447	NA	NA	NA
LOC101687453	kristen_mm_hs_ortholog	Olfr374	Olfr374
LOC101687464	NA	NA	NA
LOC101687467	kristen_mm_hs_ortholog	Scgb2b27	Scgb2b27
LOC101687469	entrez_desc	ubiquitin-conjugating enzyme E2 N-like	NA
LOC101687488	kristen_mm_hs_ortholog	MS4A6A	MS4A6A
LOC101687503	entrez_alias	LDHC	LDHC
LOC101687504	entrez_alias	PHIP	PHIP
LOC101687507	entrez_alias	CRP	CRP
LOC101687508	NA	NA	NA
LOC101687509	entrez_alias	TERF2IP	TERF2IP
LOC101687510	NA	NA	NA
LOC101687511	NA	NA	NA
LOC101687512	entrez_desc	collagen alpha-1(I) chain	NA
LOC101687514	NA	NA	NA
LOC101692359	NA	NA	NA
LOC101687538	entrez_desc	glutathione S-transferase kappa 1	NA
LOC101687561	NA	NA	NA
LOC101687573	NA	NA	NA
LOC101687588	kristen_mm_hs_ortholog	Olfr451-ps1	Olfr451-ps1
LOC101687589	entrez_desc	cytochrome P450 2C21	NA
LOC101687601	entrez_alias	BRI3BP	BRI3BP
LOC101687606	kristen_mm_hs_ortholog	OR5B3	OR5B3
LOC101687608	kristen_mm_hs_ortholog	CYP19A1	CYP19A1
LOC101687609	entrez_desc	T cell receptor alpha variable 22-like	NA
LOC101687610	entrez_desc	SLAM family member 9	NA
LOC101687621	NA	NA	NA
LOC101687630	entrez_alias	MAGED2	MAGED2
LOC101687633	entrez_alias	PRSS45, PRSS45P	PRSS45, PRSS45P
LOC101687646	NA	NA	NA
LOC101687660	kristen_mm_hs_ortholog	Olfr545	Olfr545
LOC101687661	NA	NA	NA
LOC101687870	NA	NA	NA
LOC101687667	entrez_desc	peptidyl-prolyl cis-trans isomerase A-like	NA
LOC101687670	NA	NA	NA
LOC101687883	NA	NA	NA
LOC101687679	kristen_mm_hs_ortholog	OR1F1	OR1F1
LOC101687686	entrez_desc	keratin, type II cytoskeletal 3	NA
LOC101687694	entrez_desc	zinc finger protein 211-like	NA
LOC101687697	entrez_alias	NHSL2	NHSL2
LOC101687698	entrez_alias	CTSV	CTSV
LOC101687699	entrez_alias	SLC25A24	SLC25A24
LOC101687703	entrez_alias	MISP	MISP
LOC101687704	NA	NA	NA
LOC101687709	kristen_mm_hs_ortholog	OR52N2	OR52N2
LOC101687712	NA	NA	NA
LOC101687715	entrez_desc	keratin-associated protein 13-1-like	NA
LOC101687719	entrez_desc	olfactory receptor 688	NA
LOC101687723	kristen_mm_hs_ortholog	OR4K15	OR4K15
LOC101687728	entrez_desc	small integral membrane protein 7-like	NA
LOC101687729	kristen_mm_hs_ortholog	Olfr374	Olfr374
LOC101687743	NA	NA	NA
LOC101687747	NA	NA	NA
LOC101687748	entrez_desc	mucin-5AC-like	NA
LOC101687757	NA	NA	NA
LOC101687758	NA	NA	NA
LOC101687759	NA	NA	NA
